Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Technology,Morristown,United States,Gary Zandusky,0.00%,1,17-09-2017,CA-2017-126928,7960,Lexmark 20R1285 X6650 Wireless All-in-One Printer,226,4,East,480,Consumer,23-09-2017,Standard Class,New Jersey,Machines
Office Supplies,Morristown,United States,Gary Zandusky,0.00%,1,17-09-2017,CA-2017-126928,7960,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",10,3,East,34,Consumer,23-09-2017,Standard Class,New Jersey,Storage
Office Supplies,Los Angeles,United States,Alice McCarthy,0.00%,1,23-03-2015,US-2015-107944,90008,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",93,11,West,193,Corporate,25-03-2015,First Class,California,Paper
Technology,Los Angeles,United States,Alice McCarthy,0.00%,1,23-03-2015,US-2015-107944,90008,Logitech G600 MMO Gaming Mouse,86,3,West,240,Corporate,25-03-2015,First Class,California,Accessories
Technology,Aurora,United States,Adrian Hane,20.00%,1,30-06-2016,CA-2016-135594,60505,Kingston Digital DataTraveler 16GB USB 2.0,-1,7,Central,50,Home Office,03-07-2016,Second Class,Illinois,Accessories
Technology,Durham,United States,Muhammed Yedwab,20.00%,1,20-10-2017,US-2017-115252,27707,PayAnywhere Card Reader,1,2,South,16,Corporate,25-10-2017,Standard Class,North Carolina,Phones
Office Supplies,Durham,United States,Muhammed Yedwab,20.00%,1,20-10-2017,US-2017-115252,27707,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),4,3,South,14,Corporate,25-10-2017,Standard Class,North Carolina,Paper
Office Supplies,Columbus,United States,Brendan Sweed,70.00%,1,25-08-2014,CA-2014-107398,43229,Wilson Jones Custom Binder Spines & Labels,-5,4,East,7,Corporate,30-08-2014,Standard Class,Ohio,Binders
Office Supplies,Columbus,United States,Brendan Sweed,70.00%,1,25-08-2014,CA-2014-107398,43229,Insertable Tab Indexes For Data Binders,-2,3,East,3,Corporate,30-08-2014,Standard Class,Ohio,Binders
Office Supplies,Columbus,United States,Brendan Sweed,70.00%,1,25-08-2014,CA-2014-107398,43229,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",-17,8,East,21,Corporate,30-08-2014,Standard Class,Ohio,Binders
Office Supplies,Los Angeles,United States,Barry Blumstein,0.00%,1,27-07-2014,CA-2014-169642,90036,"SAFCO Commercial Wire Shelving, Black",0,2,West,276,Corporate,30-07-2014,Second Class,California,Storage
Furniture,Stockton,United States,Max Ludwig,0.00%,1,01-12-2017,CA-2017-103968,95207,"Tenex ""The Solids"" Textured Chair Mats",107,9,West,630,Home Office,07-12-2017,Standard Class,California,Furnishings
Technology,Columbia,United States,Frank Carlisle,0.00%,1,17-10-2016,CA-2016-147256,65203,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,220,3,Central,450,Home Office,21-10-2016,Second Class,Missouri,Phones
Office Supplies,Columbia,United States,Frank Carlisle,0.00%,1,17-10-2016,CA-2016-147256,65203,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,752,7,Central,"1,928",Home Office,21-10-2016,Second Class,Missouri,Appliances
Furniture,Columbus,United States,Corey Roper,0.00%,1,16-09-2016,CA-2016-162159,31907,"Global Value Mid-Back Manager's Chair, Gray",30,2,South,122,Home Office,18-09-2016,First Class,Georgia,Chairs
Furniture,San Diego,United States,Lindsay Castell,20.00%,1,01-12-2015,CA-2015-111038,92037,GuestStacker Chair with Chrome Finish Legs,268,9,West,"2,677",Home Office,06-12-2015,Standard Class,California,Chairs
Furniture,Texas City,United States,Gary Zandusky,30.00%,1,05-08-2014,CA-2014-124723,77590,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",42,2,Central,489,Consumer,12-08-2014,Standard Class,Texas,Tables
Furniture,Los Angeles,United States,Bill Donatelli,0.00%,1,15-08-2016,CA-2016-167241,90004,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,44,3,West,312,Consumer,22-08-2016,Standard Class,California,Furnishings
Office Supplies,Los Angeles,United States,Bill Donatelli,0.00%,1,15-08-2016,CA-2016-167241,90004,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",3,3,West,18,Consumer,22-08-2016,Standard Class,California,Storage
Technology,Los Angeles,United States,Bill Donatelli,20.00%,1,15-08-2016,CA-2016-167241,90004,AT&T 841000 Phone,10,3,West,166,Consumer,22-08-2016,Standard Class,California,Phones
Office Supplies,Los Angeles,United States,Bill Donatelli,0.00%,1,15-08-2016,CA-2016-167241,90004,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18,4,West,38,Consumer,22-08-2016,Standard Class,California,Paper
Technology,Springfield,United States,Eudokia Martin,0.00%,1,07-08-2015,CA-2015-163237,22153,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",148,3,South,495,Corporate,09-08-2015,Second Class,Virginia,Phones
Office Supplies,Springfield,United States,Eudokia Martin,0.00%,1,07-08-2015,CA-2015-163237,22153,Avery 50,12,2,South,25,Corporate,09-08-2015,Second Class,Virginia,Labels
Furniture,Decatur,United States,Beth Paige,60.00%,1,31-05-2016,CA-2016-150483,62521,"Executive Impressions 16-1/2"" Circular Wall Clock",-13,3,Central,32,Consumer,04-06-2016,Standard Class,Illinois,Furnishings
Office Supplies,Decatur,United States,Beth Paige,20.00%,1,31-05-2016,CA-2016-150483,62521,Xerox 1899,7,4,Central,18,Consumer,04-06-2016,Standard Class,Illinois,Paper
Furniture,Decatur,United States,Beth Paige,30.00%,1,31-05-2016,CA-2016-150483,62521,Global Highback Leather Tilter in Burgundy,-38,3,Central,191,Consumer,04-06-2016,Standard Class,Illinois,Chairs
Office Supplies,Decatur,United States,Beth Paige,20.00%,1,31-05-2016,CA-2016-150483,62521,Xerox 212,4,2,Central,10,Consumer,04-06-2016,Standard Class,Illinois,Paper
Office Supplies,New York City,United States,Stephanie Ulpright,0.00%,1,01-07-2016,US-2016-126431,10009,Avery 477,14,1,East,31,Home Office,01-07-2016,Same Day,New York,Labels
Technology,New York City,United States,Stephanie Ulpright,0.00%,1,01-07-2016,US-2016-126431,10009,KeyTronic KT400U2 - Keyboard - Black,6,3,East,31,Home Office,01-07-2016,Same Day,New York,Accessories
Office Supplies,New York City,United States,Stephanie Ulpright,0.00%,1,01-07-2016,US-2016-126431,10009,Southworth 25% Cotton Antique Laid Paper & Envelopes,34,9,East,75,Home Office,01-07-2016,Same Day,New York,Paper
Technology,San Francisco,United States,Andy Yotov,20.00%,1,18-12-2016,CA-2016-139934,94110,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,7,7,West,67,Corporate,20-12-2016,First Class,California,Phones
Office Supplies,Moreno Valley,United States,Elizabeth Moffitt,0.00%,1,26-01-2015,CA-2015-109603,92553,Xerox 1991,84,8,West,183,Corporate,01-02-2015,Standard Class,California,Paper
Office Supplies,Everett,United States,Sue Ann Reed,0.00%,1,28-10-2017,CA-2017-160661,2149,Avery 519,10,3,East,22,Consumer,01-11-2017,Standard Class,Massachusetts,Labels
Technology,Chattanooga,United States,Christina Anderson,20.00%,1,04-11-2017,CA-2017-102610,37421,Logitech M510 Wireless Mouse,16,3,South,96,Consumer,08-11-2017,Standard Class,Tennessee,Accessories
Technology,Chattanooga,United States,Christina Anderson,20.00%,1,04-11-2017,CA-2017-102610,37421,iOttie XL Car Mount,-32,9,South,144,Consumer,08-11-2017,Standard Class,Tennessee,Phones
Office Supplies,Chattanooga,United States,Christina Anderson,70.00%,1,04-11-2017,CA-2017-102610,37421,Storex Dura Pro Binders,-3,2,South,4,Consumer,08-11-2017,Standard Class,Tennessee,Binders
Office Supplies,Chattanooga,United States,Christina Anderson,20.00%,1,04-11-2017,CA-2017-102610,37421,Avery 481,2,2,South,5,Consumer,08-11-2017,Standard Class,Tennessee,Labels
Office Supplies,Austin,United States,Cynthia Voltz,20.00%,1,09-05-2016,US-2016-144057,78745,"Hot File 7-Pocket, Floor Stand",107,6,Central,857,Corporate,13-05-2016,Standard Class,Texas,Storage
Office Supplies,Austin,United States,Cynthia Voltz,80.00%,1,09-05-2016,US-2016-144057,78745,Ibico Standard Transparent Covers,-20,4,Central,13,Corporate,13-05-2016,Standard Class,Texas,Binders
Office Supplies,Austin,United States,Cynthia Voltz,80.00%,1,09-05-2016,US-2016-144057,78745,Euro Pro Shark Stick Mini Vacuum,-132,4,Central,49,Corporate,13-05-2016,Standard Class,Texas,Appliances
Office Supplies,Austin,United States,Cynthia Voltz,20.00%,1,09-05-2016,US-2016-144057,78745,Xerox 1911,27,2,Central,77,Corporate,13-05-2016,Standard Class,Texas,Paper
Office Supplies,Austin,United States,Cynthia Voltz,80.00%,1,09-05-2016,US-2016-144057,78745,GBC VeloBind Cover Sets,-28,6,Central,19,Corporate,13-05-2016,Standard Class,Texas,Binders
Furniture,Virginia Beach,United States,Anna Häberlin,0.00%,1,02-04-2014,CA-2014-160276,23464,Luxo Adjustable Task Clamp Lamp,46,2,South,178,Corporate,08-04-2014,Standard Class,Virginia,Furnishings
Technology,Jamestown,United States,David Smith,0.00%,1,28-04-2014,CA-2014-132983,14701,Logitech G600 MMO Gaming Mouse,58,2,East,160,Corporate,03-05-2014,Standard Class,New York,Accessories
Technology,Coral Gables,United States,Anna Häberlin,20.00%,1,04-10-2016,CA-2016-145709,33134,Samsung HM1900 Bluetooth Headset,20,3,South,53,Corporate,08-10-2016,Standard Class,Florida,Phones
Furniture,Coral Gables,United States,Anna Häberlin,20.00%,1,04-10-2016,CA-2016-145709,33134,Magna Visual Magnetic Picture Hangers,3,3,South,12,Corporate,08-10-2016,Standard Class,Florida,Furnishings
Office Supplies,Hickory,United States,Zuschuss Carroll,70.00%,1,11-06-2017,CA-2017-133928,28601,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-4,4,South,5,Consumer,17-06-2017,Standard Class,North Carolina,Binders
Technology,Rockford,United States,David Flashing,20.00%,1,30-01-2016,CA-2016-168032,61107,Nokia Lumia 1020,144,4,Central,"1,440",Consumer,03-02-2016,Standard Class,Illinois,Phones
Office Supplies,Rockford,United States,David Flashing,80.00%,1,30-01-2016,CA-2016-168032,61107,Avery Durable Binders,-3,3,Central,2,Consumer,03-02-2016,Standard Class,Illinois,Binders
Furniture,Rockford,United States,David Flashing,50.00%,1,30-01-2016,CA-2016-168032,61107,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,-538,3,Central,626,Consumer,03-02-2016,Standard Class,Illinois,Tables
Office Supplies,Seattle,United States,Saphhira Shifley,0.00%,1,27-09-2015,CA-2015-143616,98103,Newell 334,26,5,West,99,Corporate,29-09-2015,Second Class,Washington,Art
Furniture,Huntsville,United States,Frank Preis,30.00%,1,13-04-2015,US-2015-168704,77340,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",-113,4,Central,610,Consumer,17-04-2015,Standard Class,Texas,Tables
Furniture,Huntsville,United States,Frank Preis,30.00%,1,13-04-2015,US-2015-168704,77340,"Iceberg OfficeWorks 42"" Round Tables",-45,2,Central,211,Consumer,17-04-2015,Standard Class,Texas,Tables
Technology,Huntsville,United States,Frank Preis,20.00%,1,13-04-2015,US-2015-168704,77340,Apple iPhone 5C,18,3,Central,240,Consumer,17-04-2015,Standard Class,Texas,Phones
Furniture,Milwaukee,United States,Harold Engle,0.00%,1,18-12-2017,CA-2017-143252,53209,Tensor Track Tree Floor Lamp,23,5,Central,100,Corporate,24-12-2017,Standard Class,Wisconsin,Furnishings
Technology,Milwaukee,United States,Harold Engle,0.00%,1,18-12-2017,CA-2017-143252,53209,"Maxell 74 Minute CDR, 10/Pack",11,3,Central,29,Corporate,24-12-2017,Standard Class,Wisconsin,Accessories
Furniture,Green Bay,United States,Sibella Parks,0.00%,1,14-03-2016,CA-2016-102134,54302,Westinghouse Clip-On Gooseneck Lamps,4,2,Central,17,Corporate,19-03-2016,Standard Class,Wisconsin,Furnishings
Office Supplies,Philadelphia,United States,Ben Peterman,20.00%,1,27-08-2017,CA-2017-130036,19120,Xerox 1981,4,3,East,13,Corporate,27-08-2017,Same Day,Pennsylvania,Paper
Technology,Philadelphia,United States,Ben Peterman,20.00%,1,27-08-2017,CA-2017-130036,19120,Logitech Wireless Headset h800,210,14,East,"1,120",Corporate,27-08-2017,Same Day,Pennsylvania,Accessories
Office Supplies,Los Angeles,United States,Paul Gonzalez,0.00%,1,17-12-2015,CA-2015-134117,90008,Sanford 52201 APSCO Electric Pencil Sharpener,53,5,West,205,Consumer,19-12-2015,Second Class,California,Art
Technology,Los Angeles,United States,Paul Gonzalez,20.00%,1,17-12-2015,CA-2015-134117,90008,Panasonic KX TS3282W Corded phone,17,2,West,136,Consumer,19-12-2015,Second Class,California,Phones
Office Supplies,Los Angeles,United States,Paul Gonzalez,0.00%,1,17-12-2015,CA-2015-134117,90008,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",7,5,West,16,Consumer,19-12-2015,Second Class,California,Art
Office Supplies,Los Angeles,United States,Paul Gonzalez,20.00%,1,17-12-2015,CA-2015-134117,90008,Avery Arch Ring Binders,31,2,West,93,Consumer,19-12-2015,Second Class,California,Binders
Office Supplies,North Miami,United States,Jeremy Pistek,20.00%,1,22-08-2014,CA-2014-130918,33161,Acme Serrated Blade Letter Opener,-2,3,South,8,Consumer,24-08-2014,Second Class,Florida,Supplies
Office Supplies,Portland,United States,Natalie Webber,70.00%,1,03-11-2016,CA-2016-159023,97206,Avery Reinforcements for Hole-Punch Pages,-3,7,West,4,Consumer,05-11-2016,First Class,Oregon,Binders
Technology,Portland,United States,Natalie Webber,70.00%,1,03-11-2016,CA-2016-159023,97206,Okidata B401 Printer,-252,3,West,180,Consumer,05-11-2016,First Class,Oregon,Machines
Furniture,Aurora,United States,Scot Wooten,30.00%,1,10-10-2017,CA-2017-111717,60505,Hon Comfortask Task/Swivel Chairs,-48,3,Central,239,Consumer,16-10-2017,Standard Class,Illinois,Chairs
Office Supplies,San Francisco,United States,Erica Hernandez,0.00%,1,07-12-2014,CA-2014-154592,94109,Green Bar Computer Printout Paper,81,3,West,165,Home Office,08-12-2014,First Class,California,Paper
Office Supplies,San Francisco,United States,Scott Cohen,0.00%,1,15-11-2014,CA-2014-128622,94110,Acme Value Line Scissors,3,3,West,11,Corporate,17-11-2014,Second Class,California,Supplies
Office Supplies,New Bedford,United States,Nick Crebassa,0.00%,1,24-12-2017,CA-2017-148355,2740,Xerox 214,9,3,East,19,Corporate,28-12-2017,Standard Class,Massachusetts,Paper
Office Supplies,New Bedford,United States,Nick Crebassa,0.00%,1,24-12-2017,CA-2017-148355,2740,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",6,5,East,12,Corporate,28-12-2017,Standard Class,Massachusetts,Binders
Office Supplies,San Diego,United States,Adam Shillingsburg,0.00%,1,24-12-2014,CA-2014-132913,92037,Belkin 7-Outlet SurgeMaster Home Series,4,1,West,14,Consumer,26-12-2014,First Class,California,Appliances
Furniture,Jackson,United States,Jack Lebron,40.00%,1,22-12-2017,CA-2017-150910,38301,"Bevis Round Bullnose 29"" High Table Top",-249,6,South,935,Consumer,28-12-2017,Standard Class,Tennessee,Tables
Technology,Jackson,United States,Jack Lebron,20.00%,1,22-12-2017,CA-2017-150910,38301,Logitech ClearChat Comfort/USB Headset H390,8,2,South,47,Consumer,28-12-2017,Standard Class,Tennessee,Accessories
Office Supplies,Jackson,United States,Jack Lebron,20.00%,1,22-12-2017,CA-2017-150910,38301,Crate-A-Files,2,3,South,26,Consumer,28-12-2017,Standard Class,Tennessee,Storage
Office Supplies,Jackson,United States,Jack Lebron,20.00%,1,22-12-2017,CA-2017-150910,38301,Newell 325,3,7,South,23,Consumer,28-12-2017,Standard Class,Tennessee,Art
Office Supplies,Jackson,United States,Jack Lebron,20.00%,1,22-12-2017,CA-2017-150910,38301,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",16,5,South,59,Consumer,28-12-2017,Standard Class,Tennessee,Appliances
Furniture,Jacksonville,United States,Vivek Gonzalez,20.00%,1,08-08-2014,CA-2014-156790,32216,O'Sullivan 2-Shelf Heavy-Duty Bookcases,-8,4,South,155,Consumer,10-08-2014,Second Class,Florida,Bookcases
Office Supplies,San Diego,United States,Henry Goldwyn,0.00%,1,20-09-2014,CA-2014-126480,92024,Xerox 1900,4,2,West,9,Corporate,24-09-2014,Standard Class,California,Paper
Furniture,Hialeah,United States,Jennifer Halladay,20.00%,1,25-12-2017,CA-2017-105620,33012,"Eldon 400 Class Desk Accessories, Black Carbon",6,3,South,21,Consumer,28-12-2017,First Class,Florida,Furnishings
Technology,Hialeah,United States,Jennifer Halladay,50.00%,1,25-12-2017,CA-2017-105620,33012,Lexmark 20R1285 X6650 Wireless All-in-One Printer,-7,2,South,120,Consumer,28-12-2017,First Class,Florida,Machines
Technology,Houston,United States,Rose O'Brian,20.00%,1,25-11-2017,CA-2017-150266,77070,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,37,5,Central,300,Consumer,30-11-2017,Standard Class,Texas,Phones
Office Supplies,Houston,United States,Rose O'Brian,80.00%,1,25-11-2017,CA-2017-150266,77070,Fellowes Command Center 5-outlet power strip,-180,5,Central,68,Consumer,30-11-2017,Standard Class,Texas,Appliances
Furniture,Houston,United States,Rose O'Brian,30.00%,1,25-11-2017,CA-2017-150266,77070,Hon Deluxe Fabric Upholstered Stacking Chairs,-24,5,Central,854,Consumer,30-11-2017,Standard Class,Texas,Chairs
Office Supplies,Houston,United States,Rose O'Brian,20.00%,1,25-11-2017,CA-2017-150266,77070,Avery Hi-Liter Smear-Safe Highlighters,4,4,Central,19,Consumer,30-11-2017,Standard Class,Texas,Art
Furniture,Virginia Beach,United States,Liz Willingham,0.00%,1,05-11-2016,CA-2016-157280,23464,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",71,2,South,274,Consumer,07-11-2016,First Class,Virginia,Furnishings
Technology,Virginia Beach,United States,Liz Willingham,0.00%,1,05-11-2016,CA-2016-157280,23464,Microsoft Natural Ergonomic Keyboard 4000,19,3,South,90,Consumer,07-11-2016,First Class,Virginia,Accessories
Furniture,Virginia Beach,United States,Liz Willingham,0.00%,1,05-11-2016,CA-2016-157280,23464,"Tenex Chairmat w/ Average Lip, 45"" x 53""",76,5,South,757,Consumer,07-11-2016,First Class,Virginia,Furnishings
Office Supplies,Houston,United States,Christopher Conant,80.00%,1,06-11-2017,CA-2017-106691,77070,Zipper Ring Binder Pockets,-2,2,Central,1,Consumer,12-11-2017,Standard Class,Texas,Binders
Technology,Philadelphia,United States,Julie Prescott,20.00%,1,03-11-2016,CA-2016-134180,19120,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,14,1,East,72,Home Office,07-11-2016,Standard Class,Pennsylvania,Accessories
Furniture,Philadelphia,United States,Julie Prescott,30.00%,1,03-11-2016,CA-2016-134180,19120,Bevis Steel Folding Chairs,-13,7,East,470,Home Office,07-11-2016,Standard Class,Pennsylvania,Chairs
Office Supplies,Memphis,United States,Dorothy Dickinson,20.00%,1,30-12-2014,CA-2014-166730,38109,Tennsco Industrial Shelving,-9,1,South,39,Consumer,01-01-2015,First Class,Tennessee,Storage
Office Supplies,Lakewood,United States,Erin Smith,20.00%,1,02-12-2017,CA-2017-157469,44107,Rogers Handheld Barrel Pencil Sharpener,2,9,East,20,Corporate,07-12-2017,Standard Class,Ohio,Art
Technology,Lakewood,United States,Erin Smith,40.00%,1,02-12-2017,CA-2017-157469,44107,AT&T CL2909,-25,2,East,151,Corporate,07-12-2017,Standard Class,Ohio,Phones
Furniture,New York City,United States,Mark Van Huff,10.00%,1,24-03-2017,CA-2017-122308,10011,"Global Airflow Leather Mesh Back Chair, Black",60,2,East,272,Consumer,28-03-2017,Standard Class,New York,Chairs
Technology,Philadelphia,United States,Ruben Dartt,20.00%,1,19-11-2014,US-2014-149034,19120,Logitech G105 Gaming Keyboard,-1,1,East,47,Consumer,21-11-2014,First Class,Pennsylvania,Accessories
Furniture,Los Angeles,United States,Rob Lucas,15.00%,1,25-04-2017,CA-2017-159226,90008,"Bush Westfield Collection Bookcases, Medium Cherry Finish",28,7,West,345,Consumer,27-04-2017,Second Class,California,Bookcases
Office Supplies,Dallas,United States,Jennifer Patt,20.00%,1,23-11-2017,CA-2017-156622,75220,Xerox 22,13,7,Central,36,Corporate,26-11-2017,First Class,Texas,Paper
Office Supplies,Dallas,United States,Jennifer Patt,20.00%,1,23-11-2017,CA-2017-156622,75220,Xerox 1942,29,2,Central,78,Corporate,26-11-2017,First Class,Texas,Paper
Furniture,Dallas,United States,Jennifer Patt,30.00%,1,23-11-2017,CA-2017-156622,75220,"Lesro Round Back Collection Coffee Table, End Table",-31,1,Central,128,Corporate,26-11-2017,First Class,Texas,Tables
Office Supplies,Dallas,United States,Jennifer Patt,80.00%,1,23-11-2017,CA-2017-156622,75220,Aluminum Screw Posts,-9,2,Central,6,Corporate,26-11-2017,First Class,Texas,Binders
Office Supplies,Orange,United States,Denise Monton,0.00%,1,03-11-2014,CA-2014-119529,7050,Avery Durable Binders,3,2,East,6,Corporate,05-11-2014,Second Class,New Jersey,Binders
Office Supplies,Dallas,United States,Cari Schnelling,80.00%,1,19-10-2015,CA-2015-150413,75220,Avery Printable Repositionable Plastic Tabs,-3,1,Central,2,Consumer,24-10-2015,Second Class,Texas,Binders
Office Supplies,Romeoville,United States,Delfina Latchford,80.00%,1,06-02-2014,CA-2014-108182,60441,"Avery Flip-Chart Easel Binder, Black",-15,2,Central,9,Consumer,10-02-2014,Second Class,Illinois,Binders
Office Supplies,Chicago,United States,Lena Cacioppo,80.00%,1,06-03-2016,CA-2016-110898,60623,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",-6,3,Central,2,Consumer,12-03-2016,Standard Class,Illinois,Appliances
Office Supplies,Chicago,United States,Lena Cacioppo,80.00%,1,06-03-2016,CA-2016-110898,60623,Peel & Stick Add-On Corner Pockets,-3,4,Central,2,Consumer,12-03-2016,Standard Class,Illinois,Binders
Furniture,Chicago,United States,Lena Cacioppo,60.00%,1,06-03-2016,CA-2016-110898,60623,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,-195,5,Central,159,Consumer,12-03-2016,Standard Class,Illinois,Furnishings
Furniture,Chicago,United States,Lena Cacioppo,50.00%,1,06-03-2016,CA-2016-110898,60623,Bevis Rectangular Conference Tables,-99,2,Central,146,Consumer,12-03-2016,Standard Class,Illinois,Tables
Furniture,Jacksonville,United States,Jack Garza,20.00%,1,03-12-2015,CA-2015-123092,28540,"Seth Thomas 16"" Steel Case Clock",13,3,South,78,Consumer,07-12-2015,Standard Class,North Carolina,Furnishings
Office Supplies,Jacksonville,United States,Jack Garza,70.00%,1,03-12-2015,CA-2015-123092,28540,GBC DocuBind P50 Personal Binding Machine,-74,5,South,96,Consumer,07-12-2015,Standard Class,North Carolina,Binders
Technology,Jacksonville,United States,Jack Garza,20.00%,1,03-12-2015,CA-2015-123092,28540,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,9,2,South,106,Consumer,07-12-2015,Standard Class,North Carolina,Phones
Office Supplies,Jacksonville,United States,Jack Garza,20.00%,1,03-12-2015,CA-2015-123092,28540,Newell 312,1,2,South,9,Consumer,07-12-2015,Standard Class,North Carolina,Art
Furniture,Springfield,United States,Harry Marie,0.00%,1,24-12-2015,US-2015-128587,65807,"Eldon Regeneration Recycled Desk Accessories, Black",4,2,Central,10,Corporate,30-12-2015,Standard Class,Missouri,Furnishings
Technology,Springfield,United States,Harry Marie,0.00%,1,24-12-2015,US-2015-128587,65807,Canon PC1060 Personal Laser Copier,"2,303",7,Central,"4,900",Corporate,30-12-2015,Standard Class,Missouri,Copiers
Technology,San Francisco,United States,Tanja Norvell,0.00%,1,01-10-2017,US-2017-139577,94110,Sony 32GB Class 10 Micro SDHC R40 Memory Card,22,5,West,105,Home Office,06-10-2017,Standard Class,California,Accessories
Technology,Columbia,United States,Victoria Pisteka,20.00%,1,16-10-2017,CA-2017-159100,38401,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,4,2,South,19,Corporate,21-10-2017,Standard Class,Tennessee,Accessories
Furniture,Columbia,United States,Victoria Pisteka,40.00%,1,16-10-2017,CA-2017-159100,38401,Balt Solid Wood Round Tables,-969,7,South,"1,875",Corporate,21-10-2017,Standard Class,Tennessee,Tables
Office Supplies,Hollywood,United States,Christine Sundaresam,20.00%,1,15-08-2014,CA-2014-109043,33021,Xerox 1955,30,5,South,91,Consumer,17-08-2014,First Class,Florida,Paper
Office Supplies,Hollywood,United States,Christine Sundaresam,20.00%,1,15-08-2014,CA-2014-109043,33021,Fellowes Superior 10 Outlet Split Surge Protector,17,5,South,152,Consumer,17-08-2014,First Class,Florida,Appliances
Technology,Dallas,United States,Patrick Gardner,20.00%,1,11-11-2017,US-2017-116491,75081,OtterBox Commuter Series Case - iPhone 5 & 5s,12,2,Central,35,Consumer,13-11-2017,First Class,Texas,Phones
Office Supplies,Houston,United States,Harry Greene,20.00%,1,20-03-2017,CA-2017-122763,77041,Easy-staple paper,19,2,Central,57,Consumer,20-03-2017,Same Day,Texas,Paper
Office Supplies,Houston,United States,Harry Greene,20.00%,1,20-03-2017,CA-2017-122763,77041,Xerox 1916,103,7,Central,274,Consumer,20-03-2017,Same Day,Texas,Paper
Furniture,Philadelphia,United States,Mick Hernandez,30.00%,1,13-05-2017,CA-2017-137785,19140,Office Star - Mesh Screen back chair with Vinyl seat,-124,5,East,458,Home Office,17-05-2017,Standard Class,Pennsylvania,Chairs
Office Supplies,Phoenix,United States,Toby Braunhardt,70.00%,1,22-06-2014,CA-2014-133389,85023,SpineVue Locking Slant-D Ring Binders by Cardinal,-6,3,West,8,Consumer,22-06-2014,Same Day,Arizona,Binders
Technology,Sandy Springs,United States,Elizabeth Moffitt,0.00%,1,02-12-2014,CA-2014-103807,30328,Kingston Digital DataTraveler 8GB USB 2.0,1,1,South,6,Corporate,09-12-2014,Standard Class,Georgia,Accessories
Office Supplies,Sandy Springs,United States,Elizabeth Moffitt,0.00%,1,02-12-2014,CA-2014-103807,30328,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",7,3,South,15,Corporate,09-12-2014,Standard Class,Georgia,Paper
Technology,Spokane,United States,Jennifer Ferguson,0.00%,1,05-04-2015,CA-2015-102855,99207,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,26,6,West,240,Consumer,06-04-2015,Same Day,Washington,Accessories
Office Supplies,Spokane,United States,Jennifer Ferguson,0.00%,1,05-04-2015,CA-2015-102855,99207,Dixon Ticonderoga Pencils,6,8,West,24,Consumer,06-04-2015,Same Day,Washington,Art
Office Supplies,Milwaukee,United States,Nona Balk,0.00%,1,18-11-2017,CA-2017-107825,53209,"Decoflex Hanging Personal Folder File, Blue",25,6,Central,93,Corporate,18-11-2017,Same Day,Wisconsin,Storage
Office Supplies,Milwaukee,United States,Nona Balk,0.00%,1,18-11-2017,CA-2017-107825,53209,"Companion Letter/Legal File, Black",11,1,Central,38,Corporate,18-11-2017,Same Day,Wisconsin,Storage
Office Supplies,Milwaukee,United States,Nona Balk,0.00%,1,18-11-2017,CA-2017-107825,53209,Avery 487,3,2,Central,7,Corporate,18-11-2017,Same Day,Wisconsin,Labels
